ensembl	biotype	gene_id	chr	start	stop
ENSMUSG00000081630	pseudogene	Gm11498	11	91691756	91692704
ENSMUSG00000081860	pseudogene	Gm11533	11	96898321	96898797
ENSMUSG00000081958	pseudogene	Gm11594	11	97183642	97183803
ENSMUSG00000082453	pseudogene	Gm11502	11	93512073	93513283
ENSMUSG00000082945	pseudogene	Gm11540	11	94468716	94470350
ENSMUSG00000082981	pseudogene	Gm11526	11	95622805	95622979
ENSMUSG00000083208	pseudogene	Gm11522	11	95323860	95324035
ENSMUSG00000083227	pseudogene	Gm11546	11	94658363	94659091
ENSMUSG00000083337	pseudogene	Gm11539	11	96109947	96110503
ENSMUSG00000083548	pseudogene	Gm11514	11	95038127	95038558
ENSMUSG00000083651	pseudogene	Gm11524	11	96731509	96732315
ENSMUSG00000083764	pseudogene	Gm11516	11	90721081	90722662
ENSMUSG00000084068	pseudogene	Gm11573	11	96958247	96958640
ENSMUSG00000084368	pseudogene	Gm11572	11	96978110	96978229
ENSMUSG00000084844	antisense	Hoxb3os	11	96206795	96216005
ENSMUSG00000084856	lincRNA	Gm11528	11	95483974	95491150
ENSMUSG00000084936	antisense	Gm11583	11	97022304	97022989
ENSMUSG00000085051	lincRNA	Gm11542	11	94538879	94548978
ENSMUSG00000085143	antisense	Gm11520	11	95171743	95185810
ENSMUSG00000085242	antisense	Gm11537	11	96628116	96629583
ENSMUSG00000085262	lincRNA	Gm11574	11	96910005	96912746
ENSMUSG00000085307	antisense	Gm11525	11	96780255	96783807
ENSMUSG00000085509	antisense	Gm11521	11	95197325	95198722
ENSMUSG00000085578	lincRNA	Gm11527	11	95719476	95720488
ENSMUSG00000085586	lincRNA	Gm11613	11	97505498	97521681
ENSMUSG00000085645	antisense	0610040B09Rik	11	96152338	96168224
ENSMUSG00000085860	lincRNA	2410003L11Rik	11	97459825	97484207
ENSMUSG00000085940	lincRNA	4930405D11Rik	11	90666006	90756463
ENSMUSG00000085992	lincRNA	Gm11515	11	95084604	95086946
ENSMUSG00000086003	lincRNA	B230206L02Rik	11	93994799	94017090
ENSMUSG00000086015	lincRNA	4833417C18Rik	11	95720179	95722358
ENSMUSG00000086191	antisense	1110035M17Rik	11	95561420	95574068
ENSMUSG00000086255	antisense	Gm11534	11	95730468	95737694
ENSMUSG00000086337	lincRNA	Gm11535	11	96038865	96040114
ENSMUSG00000086552	antisense	A730090H04Rik	11	95006367	95020361
ENSMUSG00000086680	antisense	Gm11592	11	97141442	97144211
ENSMUSG00000087042	sense_intronic	Gm11611	11	97380926	97383209
ENSMUSG00000087067	lincRNA	Gm11532	11	96881822	96887562
ENSMUSG00000087117	antisense	Gm11523	11	96724311	96735262
ENSMUSG00000087630	antisense	Gm11513	11	94894073	94899597
ENSMUSG00000087810	snoRNA	SNORA48	11	92771611	92771753
ENSMUSG00000088854	snRNA	U1	11	95782416	95782540
ENSMUSG00000089404	misc_RNA	Y_RNA	11	94820092	94820207
ENSMUSG00000091228	protein_coding	Gm20390	11	93811133	93829607
ENSMUSG00000093004	miRNA	AL596123.1	11	97521571	97521641
ENSMUSG00000093113	miRNA	AL662785.1	11	91885659	91885727
ENSMUSG00000093358	miRNA	Mir3063	11	95824606	95824697
ENSMUSG00000001552	protein_coding	Jup	11	100230272	100259077
ENSMUSG00000001555	protein_coding	Fkbp10	11	100277011	100286138
ENSMUSG00000001558	protein_coding	Klhl10	11	100303231	100318336
ENSMUSG00000002580	protein_coding	1810046J19Rik	11	98299022	98300305
ENSMUSG00000003119	protein_coding	Cdk12	11	98064373	98139818
ENSMUSG00000004040	protein_coding	Stat3	11	100746412	100800854
ENSMUSG00000004043	protein_coding	Stat5a	11	100720665	100746483
ENSMUSG00000006777	protein_coding	Krt23	11	99339288	99354451
ENSMUSG00000006782	protein_coding	Cnp	11	100436218	100453043
ENSMUSG00000006784	protein_coding	Ttc25	11	100406921	100433882
ENSMUSG00000006930	protein_coding	Hap1	11	100208641	100217455
ENSMUSG00000006931	protein_coding	Leprel4	11	100269770	100276150
ENSMUSG00000007877	protein_coding	Tcap	11	98245125	98246267
ENSMUSG00000014195	protein_coding	Dnajc7	11	100444132	100481482
ENSMUSG00000014198	protein_coding	Zfp385c	11	100487533	100553769
ENSMUSG00000017165	protein_coding	Gast	11	100195721	100198310
ENSMUSG00000017176	protein_coding	Nt5c3l	11	100283635	100303122
ENSMUSG00000017195	protein_coding	Zpbp2	11	98412411	98419979
ENSMUSG00000017204	protein_coding	Gsdma	11	98525665	98539022
ENSMUSG00000017210	protein_coding	Med24	11	98565905	98590749
ENSMUSG00000017211	protein_coding	Gsdma2	11	98508073	98519278
ENSMUSG00000017221	protein_coding	Psmd3	11	98543868	98557293
ENSMUSG00000017400	protein_coding	Stac2	11	97897937	97914776
ENSMUSG00000017404	protein_coding	Rpl19	11	97888024	97891806
ENSMUSG00000017417	protein_coding	Plxdc1	11	97784552	97847758
ENSMUSG00000017493	protein_coding	Igfbp4	11	98902558	98915706
ENSMUSG00000017499	protein_coding	Cdc6	11	98769115	98785254
ENSMUSG00000017588	protein_coding	Krt27	11	99206879	99212418
ENSMUSG00000017607	protein_coding	Tns4	11	98926992	98950620
ENSMUSG00000017747	protein_coding	Ghdc	11	100627346	100632271
ENSMUSG00000017830	protein_coding	Dhx58	11	100556018	100565585
ENSMUSG00000017832	protein_coding	Hspb9	11	100575164	100575889
ENSMUSG00000017837	protein_coding	Nkiras2	11	100480558	100488921
ENSMUSG00000018160	protein_coding	Med1	11	98013468	98054607
ENSMUSG00000018167	protein_coding	Stard3	11	98219682	98242426
ENSMUSG00000018168	protein_coding	Ikzf3	11	98326216	98407345
ENSMUSG00000018541	protein_coding	Cwc25	11	97606795	97627870
ENSMUSG00000018543	protein_coding	1700001P01Rik	11	97632795	97637232
ENSMUSG00000018547	protein_coding	Pip4k2b	11	97576471	97606018
ENSMUSG00000019173	protein_coding	Rab5c	11	100576323	100599529
ENSMUSG00000019312	protein_coding	Grb7	11	98307708	98316687
ENSMUSG00000019761	protein_coding	Krt10	11	99246568	99250678
ENSMUSG00000020882	protein_coding	Cacnb1	11	97862822	97884348
ENSMUSG00000020883	protein_coding	Fbxl20	11	97943868	98011717
ENSMUSG00000020889	protein_coding	Nr1d1	11	98629246	98636647
ENSMUSG00000020911	protein_coding	Krt19	11	100002124	100009979
ENSMUSG00000020912	protein_coding	Krt12	11	99276980	99283573
ENSMUSG00000020913	protein_coding	Krt24	11	99141273	99146576
ENSMUSG00000020914	protein_coding	Top2a	11	98854257	98885503
ENSMUSG00000020916	protein_coding	Krt36	11	99963321	99966940
ENSMUSG00000020917	protein_coding	Acly	11	100337667	100389314
ENSMUSG00000020918	protein_coding	Kat2a	11	100566060	100573779
ENSMUSG00000020919	protein_coding	Stat5b	11	100642045	100712038
ENSMUSG00000035355	protein_coding	Kcnh4	11	100601690	100621256
ENSMUSG00000035530	protein_coding	Eif1	11	100181199	100183410
ENSMUSG00000035557	protein_coding	Krt17	11	100117531	100122343
ENSMUSG00000035592	protein_coding	Krt33a	11	99872509	99877526
ENSMUSG00000035775	protein_coding	Krt20	11	99289717	99299464
ENSMUSG00000035831	protein_coding	Krt25	11	99176830	99184265
ENSMUSG00000035849	protein_coding	Krt222	11	99094075	99105399
ENSMUSG00000037935	protein_coding	Smarce1	11	99070361	99092331
ENSMUSG00000037944	protein_coding	Ccr7	11	99005510	99016391
ENSMUSG00000037992	protein_coding	Rara	11	98789132	98836256
ENSMUSG00000038013	protein_coding	Wipf2	11	98724952	98766354
ENSMUSG00000038020	protein_coding	Rapgefl1	11	98698099	98715011
ENSMUSG00000038067	protein_coding	Csf3	11	98562577	98564943
ENSMUSG00000038150	protein_coding	Ormdl3	11	98442570	98448682
ENSMUSG00000038208	protein_coding	Pgap3	11	98249991	98261804
ENSMUSG00000038216	protein_coding	Pnmt	11	98247764	98249495
ENSMUSG00000038255	protein_coding	Neurod2	11	98186729	98190962
ENSMUSG00000038352	protein_coding	Arl5c	11	97850892	97857495
ENSMUSG00000038366	protein_coding	Lasp1	11	97660314	97700078
ENSMUSG00000043485	protein_coding	Krt34	11	99898661	99902868
ENSMUSG00000044041	protein_coding	Krt13	11	99978641	99982880
ENSMUSG00000044649	protein_coding	Krtap4-2	11	99495428	99496398
ENSMUSG00000045109	protein_coding	Krtap4-7	11	99504426	99505403
ENSMUSG00000045471	protein_coding	Hcrt	11	100622383	100624245
ENSMUSG00000045545	protein_coding	Krt14	11	100064476	100068862
ENSMUSG00000046095	protein_coding	Krt32	11	99942162	99949540
ENSMUSG00000046474	protein_coding	Krtap4-16	11	99711969	99712922
ENSMUSG00000047197	protein_coding	Gjd3	11	98843494	98844330
ENSMUSG00000047253	protein_coding	Krtap1-5	11	99441291	99442330
ENSMUSG00000047564	protein_coding	Krtap3-1	11	99427341	99427944
ENSMUSG00000048013	protein_coding	Krt35	11	99953506	99957555
ENSMUSG00000048294	protein_coding	Krtap4-13	11	99670392	99671210
ENSMUSG00000048732	protein_coding	Klhl11	11	100323928	100334055
ENSMUSG00000048981	protein_coding	Krt31	11	99907960	99911865
ENSMUSG00000049809	protein_coding	Krtap9-3	11	99458661	99459419
ENSMUSG00000050538	processed_transcript	B230217C12Rik	11	97702607	97705413
ENSMUSG00000051481	protein_coding	Krtap31-2	11	99797605	99798539
ENSMUSG00000051617	protein_coding	Krt9	11	100048095	100054560
ENSMUSG00000052915	protein_coding	Msl1	11	98656830	98669173
ENSMUSG00000053654	protein_coding	Krt42	11	100124196	100131185
ENSMUSG00000053797	protein_coding	Krt16	11	100107405	100110276
ENSMUSG00000054146	protein_coding	Krt15	11	99993072	99997263
ENSMUSG00000055937	protein_coding	Krt28	11	99226186	99236217
ENSMUSG00000057674	protein_coding	Gm11938	11	99463960	99464622
ENSMUSG00000057723	protein_coding	Krt33b	11	99884948	99891182
ENSMUSG00000058725	protein_coding	Gm11937	11	99471108	99471503
ENSMUSG00000058756	protein_coding	Thra	11	98601952	98630320
ENSMUSG00000059169	protein_coding	Krt40	11	99398799	99404472
ENSMUSG00000059845	protein_coding	Gm11567	11	99740501	99741543
ENSMUSG00000060756	protein_coding	Krtap2-4	11	99475331	99476160
ENSMUSG00000061718	protein_coding	Ppp1r1b	11	98209718	98219110
ENSMUSG00000062278	protein_coding	Gm11562	11	99480933	99481749
ENSMUSG00000062312	protein_coding	Erbb2	11	98273784	98299030
ENSMUSG00000063251	protein_coding	Krtap4-1	11	99488543	99489553
ENSMUSG00000064165	protein_coding	Krt39	11	99375428	99382652
ENSMUSG00000064224	protein_coding	Gsdma3	11	98487674	98499540
ENSMUSG00000064491	snRNA	U6	11	98807758	98807864
ENSMUSG00000064901	snoRNA	Snora21	11	97642953	97643089
ENSMUSG00000065007	snRNA	U6	11	99717622	99717728
ENSMUSG00000065262	snoRNA	SNORA32	11	98878345	98878466
ENSMUSG00000069717	protein_coding	Gm11568	11	99719231	99726416
ENSMUSG00000069718	protein_coding	Gm11563	11	99519256	99520273
ENSMUSG00000069721	protein_coding	Krtap3-2	11	99417137	99418167
ENSMUSG00000069722	protein_coding	Krtap3-3	11	99411446	99412177
ENSMUSG00000069744	protein_coding	Psmb3	11	97564713	97574814
ENSMUSG00000070334	protein_coding	Krtap31-1	11	99769234	99770204
ENSMUSG00000070335	protein_coding	Krtap9-1	11	99734703	99735314
ENSMUSG00000070336	protein_coding	Fbxo47	11	97715140	97745468
ENSMUSG00000071415	protein_coding	Rpl23	11	97638841	97643751
ENSMUSG00000075566	protein_coding	Krtap4-6	11	99526357	99527274
ENSMUSG00000075567	protein_coding	Krtap1-4	11	99444376	99444968
ENSMUSG00000075570	protein_coding	Krt26	11	99189864	99199280
ENSMUSG00000075576	antisense	Gm12359	11	98659021	98671401
ENSMUSG00000077285	snoRNA	SNORA42	11	98860822	98860936
ENSMUSG00000078130	protein_coding	Gm11555	11	99510913	99511550
ENSMUSG00000078131	protein_coding	Krtap1-3	11	99451775	99452653
ENSMUSG00000078132	protein_coding	Gm11939	11	99420481	99420780
ENSMUSG00000078134	protein_coding	Gm12355	11	98485665	98486975
ENSMUSG00000078252	protein_coding	Krtap17-1	11	99854548	99855308
ENSMUSG00000078253	protein_coding	Gm11570	11	99846024	99847911
ENSMUSG00000078254	protein_coding	Krtap29-1	11	99839339	99840367
ENSMUSG00000078255	protein_coding	Krtap9-5	11	99809789	99810865
ENSMUSG00000078256	protein_coding	Gm11565	11	99776065	99776985
ENSMUSG00000078257	protein_coding	2300003K06Rik	11	99698462	99699380
ENSMUSG00000078258	protein_coding	Gm11564	11	99676290	99676980
ENSMUSG00000078259	protein_coding	Gm11554	11	99664871	99665760
ENSMUSG00000078260	protein_coding	Gm11569	11	99659378	99660246
ENSMUSG00000078261	protein_coding	Gm11596	11	99653703	99654781
ENSMUSG00000078262	protein_coding	Krtap4-9	11	99646514	99647572
ENSMUSG00000078263	protein_coding	Gm14188	11	99625247	99625414
ENSMUSG00000078269	protein_coding	Gm14180	11	99595527	99595604
ENSMUSG00000078270	protein_coding	Gm14193	11	99591489	99591641
ENSMUSG00000078276	protein_coding	Gm14190	11	99551902	99552054
ENSMUSG00000078668	protein_coding	Gm11595	11	99633028	99641957
ENSMUSG00000078676	protein_coding	Casc3	11	98666219	98695128
ENSMUSG00000081547	pseudogene	Gm11553	11	99822393	99822632
ENSMUSG00000082020	pseudogene	Gm14182	11	99524207	99524416
ENSMUSG00000082344	pseudogene	4930415H17Rik	11	99544932	99545054
ENSMUSG00000082456	pseudogene	Gm11598	11	100104587	100104943
ENSMUSG00000082531	pseudogene	Gm11556	11	99701287	99701574
ENSMUSG00000082591	pseudogene	Gm11558	11	99849448	99849906
ENSMUSG00000082715	pseudogene	Gm11633	11	97830106	97830549
ENSMUSG00000082798	pseudogene	Gm11561	11	99816921	99817337
ENSMUSG00000082900	pseudogene	Gm11557	11	99539440	99540447
ENSMUSG00000082993	pseudogene	Gm11566	11	99758887	99759089
ENSMUSG00000083581	pseudogene	Gm14186	11	99580206	99580342
ENSMUSG00000083666	pseudogene	Gm12358	11	99166462	99167454
ENSMUSG00000084079	pseudogene	Gm11631	11	97925202	97925357
ENSMUSG00000084168	pseudogene	Atp5l2	11	97629374	97629764
ENSMUSG00000084257	pseudogene	Gm11597	11	100090159	100093392
ENSMUSG00000084457	rRNA	n-R5s73	11	98134574	98134680
ENSMUSG00000084621	snRNA	U2	11	98334989	98335122
ENSMUSG00000084835	antisense	Gm12352	11	98299351	98300360
ENSMUSG00000084890	antisense	A830036E02Rik	11	99278270	99286811
ENSMUSG00000084896	processed_transcript	Gm11632	11	97945771	97946738
ENSMUSG00000085145	antisense	Gm11614	11	97584965	97587025
ENSMUSG00000085604	antisense	Gm11547	11	100548731	100558834
ENSMUSG00000085897	pseudogene	Gm11604	11	98046680	98047421
ENSMUSG00000085944	lincRNA	1700003D09Rik	11	98212032	98219597
ENSMUSG00000085955	lincRNA	Gm12356	11	98544235	98544729
ENSMUSG00000086031	lincRNA	Gm12348	11	100262822	100263566
ENSMUSG00000086163	antisense	Gm14206	11	100140020	100152600
ENSMUSG00000086545	antisense	Gm12	11	98459605	98460900
ENSMUSG00000086688	pseudogene	Gm11560	11	99793476	99794423
ENSMUSG00000086702	lincRNA	Gm12347	11	99967085	99973420
ENSMUSG00000086716	processed_transcript	Gm11629	11	97884269	97888059
ENSMUSG00000086917	lincRNA	Gm11630	11	97745908	97755125
ENSMUSG00000087265	lincRNA	Gm12349	11	100152985	100155025
ENSMUSG00000087581	antisense	Gm11571	11	99913600	99947297
ENSMUSG00000087692	antisense	Gm11940	11	99248654	99249211
ENSMUSG00000088169	snoRNA	SNORD124	11	98572300	98572403
ENSMUSG00000088485	snRNA	U6	11	98731710	98731813
ENSMUSG00000089049	misc_RNA	7SK	11	100635827	100636114
ENSMUSG00000089223	snRNA	U6	11	98284604	98284694
ENSMUSG00000089724	protein_coding	Krtap4-8	11	99641036	99642018
ENSMUSG00000090225	protein_coding	Gm11559	11	99725790	99726885
ENSMUSG00000091478	pseudogene	Gm10039	11	100222932	100223465
ENSMUSG00000092509	processed_transcript	Gm20394	11	100211010	100212203
ENSMUSG00000093013	miRNA	AL591209.1	11	97802985	97803054
ENSMUSG00000093176	miRNA	Mir5119	11	98123920	98123976
ENSMUSG00000093673	sense_overlapping	RP23-333M1.4	11	98146696	98148758
ENSMUSG00000001240	protein_coding	Ramp2	11	101107342	101120860
ENSMUSG00000001313	protein_coding	Rnd2	11	101326313	101333167
ENSMUSG00000001493	protein_coding	Meox1	11	101738824	101755688
ENSMUSG00000001494	protein_coding	Sost	11	101823772	101828329
ENSMUSG00000001751	protein_coding	Naglu	11	100931326	100938986
ENSMUSG00000001755	protein_coding	Coasy	11	100943879	100947933
ENSMUSG00000003518	protein_coding	Dusp3	11	101832457	101848327
ENSMUSG00000004040	protein_coding	Stat3	11	100746412	100800854
ENSMUSG00000004044	protein_coding	Ptrf	11	100818047	100832201
ENSMUSG00000006574	protein_coding	Slc4a1	11	102210138	102227517
ENSMUSG00000006575	protein_coding	Rundc3a	11	102254717	102263869
ENSMUSG00000006920	protein_coding	Ezh1	11	101052429	101087777
ENSMUSG00000008855	protein_coding	Hdac5	11	102055746	102091480
ENSMUSG00000010358	protein_coding	Ifi35	11	101309721	101320012
ENSMUSG00000010362	protein_coding	Rdm1	11	101488509	101497414
ENSMUSG00000010841	protein_coding	1700006E09Rik	11	101845593	101853578
ENSMUSG00000017119	protein_coding	Nbr1	11	101413463	101443265
ENSMUSG00000017146	protein_coding	Brca1	11	101350078	101413269
ENSMUSG00000017167	protein_coding	Cntnap1	11	101031837	101052038
ENSMUSG00000017188	protein_coding	Ccdc56	11	101139282	101140428
ENSMUSG00000017309	protein_coding	Cd300lg	11	101902823	101916934
ENSMUSG00000017311	protein_coding	Pyy	11	101967990	101969146
ENSMUSG00000017314	protein_coding	Mpp2	11	101918329	101949829
ENSMUSG00000017316	protein_coding	Ppy	11	101961244	101962633
ENSMUSG00000017724	protein_coding	Etv4	11	101631056	101646685
ENSMUSG00000017801	protein_coding	Mlx	11	100948591	100953521
ENSMUSG00000017802	protein_coding	Fam134c	11	100957636	100981207
ENSMUSG00000018677	protein_coding	Slc25a39	11	102264299	102269260
ENSMUSG00000019301	protein_coding	Hsd17b1	11	100939725	100941841
ENSMUSG00000019302	protein_coding	Atp6v0a1	11	100870766	100925033
ENSMUSG00000019303	protein_coding	Psmc3ip	11	100953137	100956750
ENSMUSG00000019326	protein_coding	Aoc3	11	101191919	101203252
ENSMUSG00000020921	protein_coding	Tmem101	11	102013860	102017718
ENSMUSG00000020922	protein_coding	Lsm12	11	102023811	102046610
ENSMUSG00000020923	protein_coding	Ubtf	11	102165874	102181056
ENSMUSG00000020925	protein_coding	Ccdc43	11	102546000	102559096
ENSMUSG00000020926	protein_coding	Adam11	11	102622753	102641576
ENSMUSG00000020928	protein_coding	Higd1b	11	102697163	102699354
ENSMUSG00000020929	protein_coding	Eftud2	11	102699787	102742299
ENSMUSG00000020930	protein_coding	Ccdc103	11	102742518	102746530
ENSMUSG00000020932	protein_coding	Gfap	11	102748650	102762226
ENSMUSG00000020935	protein_coding	Dcakd	11	102855361	102889647
ENSMUSG00000020936	protein_coding	Nmt1	11	102889504	102930226
ENSMUSG00000020937	protein_coding	Plcd3	11	102931618	102962972
ENSMUSG00000034520	protein_coding	Gjc1	11	102660893	102681014
ENSMUSG00000034621	protein_coding	Gpatch8	11	102337229	102417706
ENSMUSG00000034664	protein_coding	Itga2b	11	102314611	102331436
ENSMUSG00000034685	protein_coding	Fam171a2	11	102298295	102308996
ENSMUSG00000034708	protein_coding	Grn	11	102291629	102298362
ENSMUSG00000034757	protein_coding	Tmub2	11	102146245	102150551
ENSMUSG00000034768	protein_coding	Asb16	11	102130057	102140776
ENSMUSG00000034773	protein_coding	BC030867	11	102110196	102126501
ENSMUSG00000034793	protein_coding	G6pc3	11	102050934	102055395
ENSMUSG00000034931	protein_coding	Dhx8	11	101594233	101628672
ENSMUSG00000034936	protein_coding	Arl4d	11	101526855	101529146
ENSMUSG00000034947	protein_coding	Tmem106a	11	101443556	101453102
ENSMUSG00000034993	protein_coding	Vat1	11	101320059	101327544
ENSMUSG00000035007	protein_coding	Rundc1	11	101286399	101296987
ENSMUSG00000035086	protein_coding	Becn1	11	101147266	101163600
ENSMUSG00000035112	protein_coding	Wnk4	11	101121881	101138723
ENSMUSG00000035172	protein_coding	Plekhh3	11	101023993	101032665
ENSMUSG00000035198	protein_coding	Tubg1	11	100981252	100987733
ENSMUSG00000043372	protein_coding	Hexim2	11	102993743	103001190
ENSMUSG00000044052	protein_coding	Ccr10	11	101034311	101036757
ENSMUSG00000045007	protein_coding	Tubg2	11	101017221	101023101
ENSMUSG00000045532	protein_coding	C1ql1	11	102800578	102808002
ENSMUSG00000048217	protein_coding	Nags	11	102006827	102010791
ENSMUSG00000048878	protein_coding	Hexim1	11	102977639	102981039
ENSMUSG00000050288	protein_coding	Fzd2	11	102465745	102469372
ENSMUSG00000051378	protein_coding	Kif18b	11	102766843	102786438
ENSMUSG00000051455	protein_coding	Gm1564	11	102525030	102543551
ENSMUSG00000052373	protein_coding	Mpp3	11	101860966	101889775
ENSMUSG00000055805	protein_coding	Fmnl1	11	103032421	103060215
ENSMUSG00000056938	protein_coding	Acbd4	11	102962996	102973514
ENSMUSG00000059995	protein_coding	Atxn7l3	11	102150614	102157945
ENSMUSG00000063316	protein_coding	Rpl27	11	101303612	101306843
ENSMUSG00000064702	snRNA	U2	11	101503062	101503252
ENSMUSG00000064759	snRNA	U2	11	101258903	101259082
ENSMUSG00000064788	snoRNA	SNORA2	11	102691192	102691328
ENSMUSG00000065251	snRNA	U2	11	101507054	101507244
ENSMUSG00000065657	snRNA	U6	11	102410510	102410613
ENSMUSG00000065767	snRNA	U2	11	101488680	101488870
ENSMUSG00000065820	snRNA	U2	11	101466164	101466354
ENSMUSG00000065944	snRNA	U2	11	101519552	101519742
ENSMUSG00000071818	antisense	4930417O22Rik	11	101813735	101821887
ENSMUSG00000075510	protein_coding	Fam187a	11	102746483	102748045
ENSMUSG00000075528	protein_coding	Aarsd1	11	101268006	101286647
ENSMUSG00000076129	miRNA	AL672269.1	11	102520886	102520994
ENSMUSG00000076227	miRNA	AL590969.1	11	101214656	101214751
ENSMUSG00000078640	protein_coding	Gm11627	11	102437712	102440775
ENSMUSG00000078650	protein_coding	G6pc	11	101228875	101239217
